name,booth_number,address,website,linkedin,description,product_categories,link,summary
Gwangju City,"Venetian Expo, Halls A-D - 50123","111 Naebang-ro Seo-gu Gwangju, 61945, South Korea",https://www.gwangju.go.kr/main.do,Not Available,"Gwangju is a city of democracy, human rights, and peace. Gwangju city is developing into a leading economic city by fostering industries in AI, mobility, and energy as future industries. We introduce 11 innovative companies in the field of AI-based healthcare, contents, and home appliances that share the future of Gwangju city.","AgTech, AR/VR/XR, Artificial Intelligence, Content and EntertaInment, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V000046QIo2QAG,
H.C.C International Limited.,"LVCC, South Hall 3 - 41326","Room 1808, Building A7, Creative City, Liuxian Avenue, Nanshan District, Shenzhen, China ShenZhen, 518100, China",http://www.china-pcba.com/,https://www.linkedin.com/company/h-c-c-international-limited,"H.C.C. INTERNATIONAL LIMITED. is a professional PCBA & HMI manufacturer, supplying PCB Production, Components Purchasing, PCB assembly and function testing. H.C.C. was founded in 2004, we have our own PCB factory and PCBA factory, having passed the ISO9001, IS013485,TS16949,UL(E332411).","Artificial Intelligence, IoT/Sensors, Robotics, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001zm9MUQAY,
Hailo,"Venetian Expo, Hall G - 61701","Yigal Alon 82 Tel Aviv, 6789124, Israel",https://hailo.ai/,https://www.linkedin.com/company/hailo-ai/,"Hailo, an AI-focused chipmaker, is developing specialized AI processors that enable data center-class performance on edge devices in order to perform sophisticated deep learning tasks such as object detection and segmentation in real-time, with minimal power consumption, size, and cost.","Artificial Intelligence, Robotics, Smart Cities, Smart Home and Appliances, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001TOzHwQAL,
"Hamedata Technology Co., Ltd.","Venetian Expo, Halls A-D - 52355","BLDG#A,Changfang Industrial Park, NO.2 Guihua 5th Road, Pingshan New District ，Shenzhen 518118, Guan Pingshan Shenzhen, 518118, China",https://www.hametech.com/,Not Available,"Hame is a national high-tech enterprise focusing on the R&D, production and sales of photovoltaic energy storage products. It has a number of core technologies such as high-capacity Lithium iron phosphate energy storage batteries, Sodium-ion battery,BMS,PCS,EMS,etc.,which can provide global users with full scene optical storage solutions.","Energy/Power, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KaMs6AAF,
"Hangzhou Dangying Technology Co., Ltd.","Venetian Expo, Halls A-D - 52562","Rm. 699-63 Floor 6, Bldg E, Block. 2, Bin'an Rd. No.688, Changhe Sub-dist, Binjiang Dist. HangZhou, Zhejiang, 310056, China",https://us.dangbei.com/,https://www.linkedin.com/company/dangbeiofficial,"Dangbei is a premium smart entertainment provider specializing in projectors and other innovative products. Trusted by over 200 million users worldwide, Dangbei offers stunning visuals and immersive sound, transforming spaces into vibrant entertainment, work, and life hubs.","Content and EntertaInment, Home Entertainment and Office Hardware, Lifestyle, Smart Home and Appliances, Video",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00003gvHanQAE,
"Hangzhou Meari Technology Co., Ltd.","Venetian Expo, Halls A-D - 52655","1#604, No.768 Jianghong Road,Binjiang,Hangzhou,Zhejiang.310052 Hangzhou, Zhejiang, 310051, China",https://www.meari.com/,Not Available,"Meari Technology is a global leading manufacturer of IoT intelligent video terminals from Hangzhou, China. We integrate R&D, sales, supply chain and specialize in one-stop smart home video products, such as indoor/outdoor camera, battery camera, baby monitor, video doorbell, floodlight camera, NVR kit, video module, etc.","AR/VR/XR, Content and EntertaInment, Home Entertainment and Office Hardware, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001TOj3gQAD,
"HangZhou YuShu Technology Co., Ltd.","LVCC, North Hall - 9263","Building 1, 88 Dongliu Road, Binjiang District Hangzhou, Zhejiang, 310051, China",https://www.unitree.com/en/,https://www.linkedin.com/company/unitreerobotics/,"Unitree Robotics is a well-known civil robotics company, focusing on the independent research and development, production and sales of consumer-level and industry-level high-performance footed/humanoid robots and dexterous robotic arms.","Artificial Intelligence, Robotics, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001eYtNpQAK,
"Happy Electronics Co., Ltd","Venetian Expo, Halls A-D - 50623","61, Geonji-ro 97beon-gil, Seo-gu Geonji-ro 97beon-gil, Seo-gu Incheon, 1149 22772, South Korea",https://www.happyelec.com/,Not Available,"Say Goodbye to Batteries, Hello to Energy Harvesting! Harvesting Energy, Harvesting Possibilities! Our innovative energy harvesting solutions are redefining the power of the IoT. These innovations are leading paradigm shift from wired to wireless systems, and from provider-driven security to a consumer-centric personal security market.","Energy Transition, IoT/Sensors, Retail/E-Commerce, Smart Home and Appliances, Sustainability",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000kKWJ7IAO,
haus.me,"Venetian Expo, Halls A-D - 52623","12906 Telegraph Road Santa Fe Springs, CA 90670, United States",https://haus.me/,https://www.linkedin.com/company/haus-me/,"Haus.me is a pioneering company in sustainable, off-grid smart housing. We design and manufacture fully autonomous homes that blend cutting-edge technology with eco-friendly living. Our mission is to revolutionize living through innovative, luxurious, and environmentally responsible housing solutions.","Construction Tech, Lifestyle, Smart Home and Appliances, Sustainability, Travel and Tourism",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000XKJiEIAX,
"Head Sun Co., Ltd.","LVCC, South Hall 1 - 32127","5F, Building 11, Huafeng Tech Park, Fengtang Rd, Fuyong Town, Baoan District Fuyong Town, Baoan District Shenzhen, -, 518103, 518106, China",https://www.headsun.net/,Not Available,"Head Sun Co., Ltd. is a high-tech touchscreen and LCD screen manufacturer integrating R&D, production and sales. We has been in the industry for 13 years. We are specialized in capacitive & resistive touch screen, HMI, Raspberry Pi touch screen, round LCD display, square LCD monitor, curved LCD monitor, and stretched bar LCD monitor.","Accessories, Artificial Intelligence, IoT/Sensors, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0014V00001zm9MuQAI,
Hello Tomorrow Inc.,"Venetian Expo, Hall G - 60261","1005 Main St. Suite 7050 Pawtucket, RI 02860, United States",https://hellotomorrowinc.com/,Not Available,"Hello Tomorrow LLC is an IP development firm. It's latest property is Plant Petz, which is a line of Robotic Planters that enable humans to connect and interact with live plants. The Plants will react to human interaction with movement and sounds hence exhibiting pet like behavior towards humans.","Home Entertainment and Office Hardware, Lifestyle, Robotics, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013A00001VL75HQAT,
"Hengli Digital Industrial co.,ltd.","LVCC, South Hall 3 - 42129","2705-2706,Wanda Office Building B, No.721 Baozhou Street ,Fengze District Quanzhou, Fuji 362000, China",https://www.hengli-dig.com/,https://www.linkedin.com/in/hengli-dig-lina-sun/,"HENGLl was established in 2009, we are a professional digital TV solution & device manufacturer. Our main products are various digital TV receivers such as DVB-T/ T2/ C/ S/ S2, ATSC, ISDB-T, DTMB and android OTT Smart TV box/ Portal TV/ Pad TV/ Wifi display dongle/ Wifi projector. We focus in technology innovation and customer service.","Audio, Home Entertainment and Office Hardware, Smart Home and Appliances, Video",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000hqB0EIAU,
"Hirose Electric Co., Ltd.","Venetian Expo, Halls A-D - 52939","2-6-3 Nakagawa Chuoh Tsuzuki-Ku Yokohama, 2248540, Japan",https://www.hirose.com/product,https://www.linkedin.com/company/hirose-electric-americas/posts/?feedView=all,"Since the birth of HIROSE in 1937, the company has developed thousands of new connectors for numerous applications. Hirose has a network of sales offices, agents and production facilities around the world, providing cutting-edge connector technology globally.","AR/VR/XR, Fitness, Home Entertainment and Office Hardware, Smart Home and Appliances, Vehicle Tech and Advanced Mobility",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001N9iUhAAJ,
"Hisense Visual Technology Co., Ltd.","LVCC, Central Hall - 16625","218# Qianwanggang Road Economic and Technology Develop District Qingdao, 266071, China",https://global.hisense.com/,https://www.linkedin.com/company/hisense-usa/,"Since 2001, Hisense has been a leading provider of technology products including televisions, Laser TVs and Cinemas, refrigerators, air conditioners, dehumidifiers, beverage coolers, and freezers. In 2022, Hisense achieved the notable distinction of being the second largest global TV manufacturer in the world.","AR/VR/XR, Gaming and Esports, Home Entertainment and Office Hardware, Smart Home and Appliances, Video",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYV0LAAX,
HKC Overseas Limited,"Wynn, Meeting Rooms - Alsace","Unit 8 28/F W50 50 Wong Chuk Hang Rd Wong Chuk Hang, 0000, China",https://www.hkcelec.com/,Not Available,"HKC Corporation, founded in 2001, is a leading Chinese and world-renowned technology company that specializes in the field of semiconductor display. Its main business is the research,development, and manufacturing of semiconductor display panels and intelligent display terminals.","Gaming and Esports, Home Entertainment and Office Hardware, Retail/E-Commerce, Smart Home and Appliances, Video",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYVCKAA5,
Homeguard Intelligent Security & Surveillance Ltd.,"Venetian Expo, Halls A-D - 51243","Homeguard Industrial Park,Jinshan 1st Street,Roma Road, Qingxi Dongguan, 523666, China",http://homeguardworld.com/,Not Available,"Homeguard is on a mission to reduce crime in neighborhoods. With affordable solutions that work on any home or business, Homeguard is committed to offering smarter security that’s accessible to everyone, designed for today and beyond. Homeguard lets you stop crime before is happens. Because with Homeguard, you’re always safer!","Artificial Intelligence, Audio, IoT/Sensors, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001NvcbuAAB,
Hong Kong Etech,"LVCC, South Hall 1 - 31502","16/F, Block C, 2nd Phase of Central Avenue, Haihong Industrial Area, Xixiang Road, Bao'an Dist Shenzhen, Guangdong, 518102, China",https://www.etechgroups.com/,Not Available,"ETECH Founded in 2009, ETECH Groups Ltd is known as a high-tech enterprise with a global layout of science and technology innovation. Over the past 13 years, ETECH has been deeply involved in the upstream and downstream of the industrial value chain, and has reached stable, close and long-term strategic partnerships","Accessories, Audio, Home Entertainment and Office Hardware, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=0013000001KYVKnAAP,
Hong Kong Umedia Limited,"Venetian Expo, Halls A-D - 50832","1W Building, Phase 1, HongkongSciencePark,ShaTin,HK shatian, OR 999077, Hong Kong SAR",https://www.umediatec.com/,Not Available,"Unico has been focusing on the development of hardware and software for retro games since 2015. We makeall kinds of licensed gaming products: Arcades, Handhelds, consoles etc. We worked with many diferent gamecompany such as SNK, Capcom, Visco and Piko,bash, iTS etc, We also have the technoloay named GloballMatch.dedicated to connect all","Fashion Tech, Gaming and Esports, Home Entertainment and Office Hardware, Lifestyle, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000i1r4BIAQ,
"Hong Kwai Electronics(hk)co.,ltd","LVCC, South Hall 3 - 40548","Unit I 3/F, Good Harvest Centre, 33 On Chuen St Fanling,NT Hongkong, Hong /, China",https://www.lumarysmart.com/,Not Available,"The company was established in June 2017 and is rated as a national high-tech enterprise. It is committed to the fields of smart lighting, smart sensors, smart electricians, etc. It has a strong technical R&D team and has obtained Apple HomeKit MFI certification (No: Mfi-16-01902) and Amazon (Alexa) quality design.","5G Technologies, Artificial Intelligence, Home Entertainment and Office Hardware, Lifestyle, Smart Home and Appliances",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp00000hpztVIAQ,
"Hongkong Beebest Information Technology Co., Ltd","Venetian Expo, Halls A-D - 51768","WORKSHOP 60, 3/F, BLOCK A, EAST SUN INDUSTRIAL CENTRE NO.16 SHING YIP STREET KOWLOON HONG KONG HONGKONG, 000000, Hong Kong SAR",https://www.beebestshop.com/,Not Available,"Established in 2015, It is a terminal equipment provider and solution service provider with dedicated communication as its core, Dedicated to providing intelligent integrated dedicated communication terminals and solution services for individual and industry users;","Audio, Home Entertainment and Office Hardware, Lifestyle, Smart Home and Appliances, Sourcing and Manufacturing",/8_0/exhibitor/exhibitor-details.cfm?exhid=001Pp000002L0ALIA0,
